userId,itemId,rating
701,12,5
702,12,1
703,12,5
704,12,5
705,12,5
706,12,4
707,12,5
708,12,1
709,12,5
710,12,1
711,12,5
712,12,1
713,12,2
714,12,1
715,12,1
716,12,1
717,12,5
718,12,4
719,12,1
720,12,5
721,12,3
722,12,5
723,12,5
724,12,5
725,12,3
726,12,4
727,12,1
728,12,2
729,12,5
730,12,4
731,12,5
732,12,3
10,12,5
733,12,5
734,12,1
735,12,5
736,12,4
737,12,5
674,12,2
738,12,5
62,12,4
739,12,3
740,12,1
741,12,5
742,12,5
743,12,5
744,12,1
745,12,4
746,12,1
747,12,5
748,12,2
749,12,1
750,12,1
751,12,3
752,12,3
753,12,5
754,12,5
755,12,2
756,12,2
757,12,5
758,12,4
759,12,1
760,12,1
761,13,1
762,13,2
763,13,5
755,13,1
764,13,5
765,13,5
766,13,4
767,13,5
768,13,5
769,13,4
770,13,5
771,13,5
772,13,2
773,13,1
774,13,4
775,13,2
776,13,2
777,13,1
778,13,3
53,13,1
779,13,3
780,13,5
781,13,5
782,13,4
783,13,5
784,13,5
785,13,5
786,13,1
787,13,1
788,13,5
789,13,3
790,13,5
791,13,2
792,13,1
10,13,2
793,13,5
794,13,4
795,13,1
796,13,1
797,13,2
798,13,1
799,13,1
800,13,5
801,13,5
802,13,1
803,13,4
804,13,1
678,13,3
805,13,5
806,13,1
807,13,4
808,13,1
809,13,1
810,13,5
811,13,1
812,13,5
813,13,3
814,13,5
815,13,5
816,13,1
817,13,2
818,13,4
819,13,1
820,13,1
821,13,1
62,13,3
822,14,2
823,14,2
10,14,4
824,15,5
825,15,2
826,15,3
827,15,1
828,15,2
829,15,2
830,15,2
831,15,1
832,15,1
833,15,2
834,15,2
835,15,1
836,15,2
837,15,3
838,15,1
839,15,3
840,16,5
841,16,5
842,16,5
843,16,4
844,16,1
845,16,4
846,16,4
62,16,5
847,16,5
848,16,1
849,16,5
850,16,3
851,16,5
852,16,1
853,16,4
854,16,5
855,16,5
856,16,4
857,16,4
858,16,1
859,16,1
860,16,1
861,17,2
862,17,5
62,17,1
863,17,5
864,17,3
865,17,4
866,17,5
867,17,5
868,17,5
869,17,5
870,17,5
871,17,5
872,17,5
873,17,4
874,17,5
875,17,5
876,17,1
877,17,5
878,17,5
879,17,1
880,17,1
881,17,5
882,17,5
883,17,3
884,17,5
885,17,5
886,17,5
887,17,1
888,17,5
889,17,5
890,17,3
891,17,4
892,17,5
893,17,5
894,17,3
895,17,5
896,17,5
897,17,4
898,17,5
899,17,5
900,17,5
901,17,5
902,17,1
288,17,1
903,17,5
904,17,5
905,17,4
906,17,5
907,17,3
908,17,3
909,17,4
910,17,5
911,17,4
912,17,4
913,17,5
10,17,3
914,17,3
915,17,5
916,17,4
917,17,5
918,17,4
919,17,1
920,17,1
921,17,1
922,17,1
923,17,4
924,17,1
925,17,5
926,17,3
927,17,5
928,17,1
929,17,5
930,17,3
931,17,4
932,17,4
933,17,5
934,17,5
935,17,5
936,17,1
937,17,5
938,17,5
939,17,4
940,17,5
941,17,4
942,17,5
294,17,5
943,17,5
944,17,5
180,17,5
945,17,4
946,17,5
947,17,5
948,17,5
949,17,5
950,17,5
951,17,5
952,17,4
236,17,5
953,17,4
954,17,5
955,18,4
956,18,5
957,18,4
958,18,4
959,18,5
253,18,5
960,18,5
961,18,5
962,18,4
963,18,5
964,18,4
965,18,5
966,18,5
967,18,4
968,18,4
969,18,5
970,18,5
971,18,5
972,18,5
973,18,3
974,18,2
975,18,5
976,18,4
977,18,4
978,18,5
979,18,5
980,18,5
981,18,2
982,18,5
983,18,3
984,18,5
985,18,3
986,18,5
987,18,5
988,18,5
989,18,4
990,18,5
991,18,5
992,18,4
993,18,5
994,18,5
995,18,5
996,18,5
997,18,5
998,18,4
999,18,5
1000,18,4
1001,18,5
1002,18,4
1003,18,5
1004,18,2
1005,18,4
1006,18,3
1007,18,3
1008,18,1
1009,18,3
1010,18,5
1011,18,3
1012,18,1
1013,18,3
1014,18,1
1015,18,2
1016,18,4
1017,18,5
1018,18,5
1019,18,4
1020,18,5
1021,18,5
1022,18,5
10,18,5
1023,18,5
1024,18,3
1025,18,2
1026,18,5
1027,18,5
1028,18,5
1029,18,4
1030,18,5
1031,18,1
1032,18,5
1033,18,4
1034,18,5
1035,18,5
62,18,4
1036,18,3
1037,18,5
1038,18,5
1039,18,3
1040,18,3
1041,18,5
1042,18,5
1043,18,5
1044,18,5
1045,18,5
1046,18,4
1047,18,4
1048,18,4
1049,18,3
1050,18,5
1051,18,5
1052,18,5
1053,18,5
1054,18,4
1055,18,5
1056,18,3
1057,18,5
1058,18,5
1059,18,5
1060,18,5
1061,18,5
1062,18,5
1063,18,4
1064,18,4
1065,18,5
1066,18,5
1067,18,4
1068,18,5
1069,18,5
1070,18,5
1071,18,3
1072,18,4
1073,18,4
1074,18,5
1075,18,5
1076,18,3
1077,18,3
1078,18,4
1079,18,4
1080,18,1
1081,18,1
1082,18,5
1083,18,1
1084,18,5
1085,18,4
1086,18,3
1087,18,1
1088,18,1
1089,18,1
1090,18,4
1091,18,1
1092,18,4
1093,18,3
1094,18,4
1095,18,5
1096,18,1
1097,19,5
1098,19,4
1099,19,5
1100,19,4
1101,19,4
1102,19,4
1103,19,1
1104,19,4
1105,19,5
1106,19,5
1107,19,5
1108,19,5
1109,19,5
1110,19,3
1111,19,5
1112,19,5
1113,19,5
1114,19,4
1115,19,4
1116,19,5
1117,19,1
1118,19,4
1119,19,2
1120,19,4
1121,19,5
1122,19,4
1123,19,3
1124,19,1
1125,19,1
1126,19,3
65,19,2
1127,19,4
638,19,5
1128,19,1
1129,19,5
1130,19,4
1131,19,1
1132,19,5
1133,19,3
1134,19,2
1135,19,5
1136,19,4
1137,19,1
1138,19,5
1139,19,4
1140,19,5
1141,19,5
1142,19,5
1143,19,1
1144,19,5
1145,19,5
1146,19,1
1147,19,2
1148,19,2
1149,19,4
1150,19,1
1151,19,5
1152,19,1
1153,19,4
1154,19,5
1155,19,5
1156,19,5
1157,19,3
1158,19,4
1159,19,3
1160,19,1
1161,19,5
1162,19,5
1163,19,5
208,19,5
1164,19,1
1165,19,2
1166,19,5
1167,19,5
1168,19,2
1169,19,1
1170,19,5
1171,19,5
1172,19,4
1173,19,4
1174,19,5
1175,19,5
1176,19,1
1177,19,5
1178,19,5
1179,19,5
1180,19,4
1181,19,5
1182,19,5
1183,19,4
1184,19,1
1185,19,1
1186,19,5
1187,19,5
43,19,5
1188,19,5
1189,19,3
1190,19,1
1191,19,5
1192,19,1
1193,19,5
1194,19,4
1195,19,5
1196,19,4
1197,19,5
1198,19,4
1199,19,1
1200,19,5
1201,19,5
1202,19,4
1203,19,3
1204,19,5
1205,19,1
1206,19,5
1207,19,5
1208,19,3
1209,19,5
1210,19,5
1211,19,5
1212,19,5
1213,19,5
1214,19,4
1215,19,4
1216,19,4
1217,19,1
1218,19,5
1219,19,4
1220,19,5
1221,19,5
1222,19,1
1223,19,5
1224,19,3
1225,19,5
1226,19,5
1227,19,5
1228,19,1
1229,19,4
1230,19,4
1231,19,2
1232,19,3
1233,19,5
1234,19,5
1235,19,5
1236,19,4
1237,19,1
1238,19,4
1239,19,4
1240,19,5
1241,19,2
1242,19,4
1243,19,3
1244,19,1
1245,19,1
1246,19,1
1247,19,1
1248,19,1
1249,19,4
453,19,5
1250,19,1
1251,19,3
1252,19,1
1253,19,1
1254,19,3
1255,19,1
1256,19,1
1257,19,5
1258,19,1
1259,19,1
1260,19,4
1261,19,3
1262,19,5
1263,19,5
1264,19,4
1265,19,5
1266,19,2
1267,19,5
1268,19,4
1269,19,4
1270,19,1
1271,19,5
1272,19,2
1273,19,5
1274,19,3
1275,19,1
1276,19,5
1277,19,1
1278,19,1
1279,19,1
1280,19,1
1281,19,5
1282,19,5
1283,19,2
1284,19,3
1285,19,1
1286,19,2
1287,19,2
1288,19,5
1289,19,4
1290,19,5
1291,19,5
1292,19,4
1293,19,4
1294,19,3
1295,19,2
1296,19,4
1297,19,5
1298,19,5
1299,19,2
1300,19,5
1301,19,1
1302,19,5
1303,19,4
1304,19,4
1305,19,5
1306,19,5
1307,19,4
1308,19,2
823,19,4
1309,19,4
1310,19,5
1311,19,4
1312,19,5
1313,19,3
1314,19,5
1315,19,4
1316,19,1
1317,19,3
1318,19,2
1319,19,1
1320,19,5
1321,19,2
1322,19,4
1323,19,5
1324,19,5
1325,19,5
1326,19,3
1327,19,5
1328,19,5
1329,19,3
1330,19,3
1331,19,4
1332,19,5
1333,19,5
1334,19,5
1335,19,5
1336,19,5
1337,19,5
1338,19,5
1339,19,4
1340,19,3
1341,19,4
1342,19,1
1343,19,5
1344,19,5
1345,19,5
1346,19,5
1347,19,1
1348,19,5
1349,19,4
1350,19,3
1351,19,4
1352,19,5
1353,19,5
1354,19,5
1355,19,2
1356,19,2
1357,19,1
1358,19,1
1359,19,4
1360,19,4
1361,19,1
1362,19,5
1363,19,5
1364,19,5
1365,19,5
1366,19,4
1367,19,5
1368,19,5
1369,19,1
1370,19,1
1371,19,5
1372,19,5
1373,19,4
1374,19,5
1375,19,5
1376,19,1
1377,19,1
1378,19,5
1379,19,3
1380,19,5
1381,19,5
1382,19,5
1383,19,5
1384,19,1
1385,19,1
1386,19,3
1387,19,5
1388,19,5
1389,19,5
1390,19,2
1391,19,5
1392,19,4
1393,19,1
1394,19,2
1395,19,5
1396,19,1
1397,19,5
1398,19,1
1399,19,1
1400,19,5
1401,19,3
1402,19,5
1403,19,3
1404,19,1
1405,19,2
1406,19,1
1407,19,1
1408,19,5
1409,19,5
1410,19,4
1411,19,5
1412,19,5
1413,19,5
1414,19,5
1415,19,5
1416,19,3
1417,19,5
1418,19,4
1419,19,5
1420,19,2
1421,19,5
1422,19,3
1423,19,5
62,19,3
1424,19,5
1425,19,5
1426,19,4
10,19,5
1427,19,1
1428,19,3
1429,20,5
1430,20,5
1431,20,1
755,20,4
1432,20,4
10,20,4
1433,20,2
1434,21,5
1435,21,4
1436,21,1
1437,21,5
1438,21,2
1439,21,1
1440,21,5
1441,21,5
1442,21,5
1443,21,3
1444,21,3
1445,21,4
1446,21,2
1447,21,5
1448,21,4
1449,21,5
1450,21,3
1451,21,5
1452,21,5
1453,21,5
1454,21,2
1455,21,5
1456,21,1
1457,22,2
1458,22,5
1459,22,1
1460,22,1
1461,22,4
1462,22,5
1463,22,5
1464,22,4
1465,22,4
1466,22,5
1467,22,1
1468,22,4
1469,22,3
1470,22,2
1471,22,5
1472,22,5
1473,22,1
1474,22,4
1475,22,5
1476,22,4
1477,22,5
1478,22,2
1479,22,5
1480,22,5
1481,22,4
1482,22,4
1483,22,2
1484,22,1
1485,22,3
1486,22,5
1487,22,4
1488,22,1
1489,23,2
1490,23,5
1491,23,1
1492,23,5
1493,23,5
1494,23,5
1495,23,5
1496,23,4
1497,23,5
1498,23,3
1499,23,1
1500,23,4
1501,23,1
294,23,5
1502,23,5
1503,23,5
1504,23,5
1505,23,5
1506,23,5
1507,23,5
1508,23,2
1509,23,5
1510,23,5
1511,23,3
1512,23,4
1513,23,2
1139,23,5
1514,23,4
1515,23,5
1516,23,5
1517,23,5
1518,23,3
1519,23,4
1520,23,5
1521,23,5
1522,23,4
1523,23,2
1524,23,5
1525,23,5
1526,23,5
1527,23,5
1528,23,5
1529,23,5
1530,23,5
1531,23,5
1532,23,5
355,23,5
1533,23,5
1534,23,5
1535,23,5
1536,23,5
1537,23,4
1538,23,5
1539,23,5
1540,23,4
1541,23,5
1542,23,5
1543,23,5
1544,23,4
1545,23,5
1546,23,4
1547,23,5
1548,23,5
1549,23,5
1550,23,4
800,23,5
1551,23,4
1552,23,5
1553,23,4
1554,23,5
1555,23,5
1556,23,5
1557,23,4
1558,23,5
1559,23,5
1560,23,1
1561,23,4
1562,23,5
1563,23,5
1564,23,5
1565,23,5
1566,23,5
1567,23,4
1568,23,5
1569,23,1
1570,23,5
1571,23,1
1572,23,1
1573,23,5
1574,23,4
1575,23,4
1576,23,4
1577,23,4
1578,23,5
1579,23,5
1580,23,4
1581,23,4
1147,23,5
1582,23,5
1583,23,5
1584,23,3
1585,23,5
1586,23,5
1587,23,4
1588,23,5
1589,23,5
1590,23,4
1591,23,5
1592,23,5
1593,23,1
1594,23,5
1595,23,5
1596,23,3
1597,23,5
1598,23,2
1599,23,1
1600,23,5
1601,23,1
1602,23,5
1603,23,5
1604,23,1
1605,23,1
1606,23,5
1607,23,2
1608,23,4
1609,23,1
1610,23,1
1611,23,1
1612,23,1
1613,23,5
1475,23,5
1614,23,1
1615,23,5
1616,23,4
1617,23,1
1618,23,5
1619,23,5
1620,23,5
1621,23,5
593,23,5
1622,23,4
1623,23,3
1624,23,5
1625,23,4
1626,23,5
1627,23,5
1628,23,5
1629,23,5
1630,23,5
1631,23,5
1632,23,5
1633,23,2
1634,23,5
1635,23,5
1636,23,5
1637,23,5
1638,23,5
820,23,5
1639,23,5
1640,23,5
1641,23,2
1642,23,5
1643,23,5
557,23,5
1644,23,5
1645,23,5
1646,23,5
1647,23,5
1648,23,3
1649,23,5
1650,23,3
1651,23,4
1652,23,3
1653,23,3
1654,23,5
1655,23,4
1656,23,4
1657,23,5
1658,23,4
1659,23,5
1660,23,5
1661,23,5
1662,23,5
1663,23,5
1664,23,3
1665,23,5
1666,23,5
1667,23,5
1668,23,5
1669,23,4
1670,23,2
1671,23,5
1672,23,1
1673,23,4
1674,23,4
1675,23,4
1676,23,1
1677,23,5
1678,23,1
1679,23,4
1680,23,3
1681,23,4
1682,23,4
1683,23,3
1684,23,5
1685,23,4
1686,23,3
1687,23,5
1688,23,5
1689,23,5
1690,23,5
1691,23,3
1692,23,4
1693,23,4
1694,23,5
1695,23,3
1696,23,1
62,23,5
1697,23,4
1698,23,3
1699,23,1
649,23,3
1700,23,5
1701,23,3
1702,23,2
1703,23,5
1704,23,1
1705,23,5
1706,23,4
10,23,5
1707,23,1
1708,24,4
1709,24,5
1710,24,4
1711,24,5
1712,24,4
1713,24,5
1714,24,5
1715,24,5
1716,24,2
1717,24,5
1718,24,4
1719,24,5
1720,24,5
1721,24,1
1722,24,5
1723,24,3
1724,24,5
1725,24,5
10,24,1
1726,24,5
1727,24,4
1728,24,3
1729,24,4
1730,24,5
1731,24,5
1732,24,5
1733,24,5
1147,24,5
1734,24,1
1735,24,3
1736,24,5
1737,24,1
1738,24,2
1739,24,3
1740,24,5
1741,24,3
1742,24,4
1743,24,3
1744,24,1
1745,24,5
1746,24,2
1747,24,1
1748,24,5
1749,24,3
1750,24,1
1751,24,1
1139,24,1
1752,24,5
453,24,1
1753,24,4
1754,24,4
1755,24,5
1756,24,4
1402,24,3
1757,24,4
1758,24,5
1759,24,3
1760,24,5
1761,24,4
1762,24,5
1763,24,5
1764,24,1
1765,24,4
1766,24,5
1767,24,4
1768,24,1
1769,24,3
1770,24,5
1771,24,3
1772,24,5
1773,24,4
1774,24,2
1775,24,4
1776,24,2
1777,24,5
1778,24,1
1779,24,3
1780,24,3
1781,24,2
1782,24,2
1783,24,2
1784,25,1
1785,25,4
1786,25,5
1787,25,4
1123,25,4
1788,25,5
1789,25,4
10,25,5
1790,25,5
1791,25,4
1792,25,4
1793,25,5
1794,25,5
1795,25,5
1796,25,5
1797,25,5
1798,25,5
1799,25,1
1800,25,5
1801,25,1
1802,25,5
1803,25,5
1804,25,5
1805,25,5
1726,25,5
1806,25,2
1807,25,5
1808,25,4
1809,25,5
1810,25,5
1811,25,1
1812,25,4
1813,25,5
1814,25,5
1815,25,4
1816,25,5
1817,25,3
1818,25,5
1735,25,5
1819,25,5
1820,25,5
1821,25,1
1822,25,5
890,25,4
1823,25,2
1824,25,1
1825,25,2
1826,25,5
1827,25,3
1828,25,1
1829,25,2
1830,25,1
1831,25,5
1832,25,5
1833,25,4
1834,25,1
1835,25,5
1836,25,3
1837,25,1
1838,25,1
1839,25,4
1840,25,1
1841,25,5
1842,25,1
1843,25,5
1844,25,5
1845,25,5
1846,25,2
1847,25,1
1848,25,5
1849,25,5
1850,25,3
1851,25,5
1852,25,5
1853,25,1
1854,25,4
1855,25,2
1856,25,5
1857,25,3
1858,25,3
1859,25,5
1860,25,4
1861,25,5
1862,25,1
1863,25,3
1864,25,4
62,25,4
1865,25,4
1866,25,5
1867,25,5
1399,25,5
1868,25,5
1869,25,4
1870,25,2
1871,25,4
1872,25,1
1873,25,5
1874,25,4
1875,25,5
1876,25,5
1877,25,2
1878,25,3
1879,25,4
1880,25,5
1881,25,5
1882,25,5
1883,25,1
1884,25,5
1885,25,3
1886,25,5
1887,25,5
1888,25,5
1889,25,1
1890,25,2
1891,25,3
1892,25,5
1893,25,1
1894,25,3
1895,25,2
1896,25,1
1897,25,2
1898,25,5
1899,25,1
722,26,2
1900,26,4
1901,26,1
1902,26,4
1903,26,4
1904,26,1
1905,26,1
1906,26,2
1907,26,3
1908,26,2
1909,27,4
1910,27,4
1286,27,4
1911,27,3
1912,27,5
1913,27,4
1914,27,4
1915,27,4
1916,27,3
1917,27,1
1918,27,4
1919,27,5
1920,27,4
1921,27,5
1922,27,2
1923,27,5
1924,27,4
1925,27,5
1926,27,1
1927,27,5
1928,27,2
1929,27,4
1930,27,5
1931,27,5
1932,27,4
1933,27,5
1934,27,4
1935,27,5
1936,27,5
1937,27,5
1938,27,5
1939,27,4
1940,27,3
1941,27,4
1942,27,5
1943,27,4
1944,27,5
1945,27,5
1946,27,5
1947,27,5
1948,27,5
1949,27,5
1950,27,3
1951,27,5
1952,27,2
1953,27,5
1954,27,5
1955,27,3
1956,27,5
1957,27,4
1958,27,5
1959,27,5
1960,27,5
133,27,5
1961,27,3
1962,27,2
1963,27,5
1964,27,5
1965,27,4
1966,27,5
1967,27,5
1968,27,5
1969,27,5
1970,27,5
1971,27,5
1972,27,4
1973,27,5
1974,27,3
492,27,5
1975,27,5
1976,27,4
1977,27,5
1978,27,5
1979,27,4
1980,27,5
1981,27,5
1982,27,5
1983,27,4
1984,27,4
1985,27,5
1986,27,4
1987,27,5
1988,27,5
1989,27,4
1990,27,2
1991,27,4
1992,27,5
1993,27,4
1994,27,5
1995,27,5
175,27,3
1996,27,3
1997,27,5
1998,27,5
1999,27,1
2000,27,5
2001,27,5
2002,27,4
2003,27,5
2004,27,3
2005,27,5
2006,27,5
2007,27,5
2008,27,5
746,27,4
2009,27,4
2010,27,5
2011,27,4
2012,27,4
2013,27,5
2014,27,5
2015,27,5
2016,27,5
2017,27,4
2018,27,5
2019,27,5
2020,27,3
2021,27,2
2022,27,4
2023,27,5
963,27,3
972,27,1
2024,27,4
2025,27,3
101,27,4
2026,27,5
2027,27,3
2028,27,3
2029,27,1
2030,27,1
2031,27,1
2032,27,2
2033,27,5
2034,27,3
2035,27,1
2036,27,1
2037,27,1
1516,27,1
2038,27,5
2039,27,1
2040,27,2
2041,27,2
2042,27,2
2043,27,1
2044,27,2
2045,27,3
2046,27,3
2047,27,1
2048,27,1
2049,27,3
244,27,4
2050,27,5
2051,27,3
2052,27,5
2053,27,5
2054,27,3
2055,27,5
2056,27,1
2057,27,4
2058,27,5
2059,27,5
1000,27,5
2060,27,5
2061,27,3
2062,27,5
2063,27,3
2064,27,1
2065,27,4
2066,27,5
2067,27,5
2068,27,5
2069,27,5
2070,27,1
2071,27,4
